Most common words,Absolute frequency,Relative frequency
twisted,39.0,0.00023537079953650058
wildfire,39.0,0.00023537079953650058
fast,39.0,0.00023537079953650058
march,39.0,0.00023537079953650058
cry,38.0,0.00022933565083043647
climb,38.0,0.00022933565083043647
sad,38.0,0.00022933565083043647
land,38.0,0.00022933565083043647
announced,38.0,0.00022933565083043647
quite,38.0,0.00022933565083043647
rivers,38.0,0.00022933565083043647
yield,38.0,0.00022933565083043647
offer,38.0,0.00022933565083043647
falling,38.0,0.00022933565083043647
showed,38.0,0.00022933565083043647
kind,38.0,0.00022933565083043647
play,38.0,0.00022933565083043647
meryn,38.0,0.00022933565083043647
casterly,38.0,0.00022933565083043647
read,38.0,0.00022933565083043647
ear,38.0,0.00022933565083043647
cousin,38.0,0.00022933565083043647
stared,38.0,0.00022933565083043647
color,37.0,0.00022330050212437233
pylos,37.0,0.00022330050212437233
queer,37.0,0.00022330050212437233
sorry,37.0,0.00022330050212437233
crowned,37.0,0.00022330050212437233
replied,37.0,0.00022330050212437233
sisters,37.0,0.00022330050212437233
third,37.0,0.00022330050212437233
milk,37.0,0.00022330050212437233
whether,37.0,0.00022330050212437233
break,37.0,0.00022330050212437233
laughing,37.0,0.00022330050212437233
wild,37.0,0.00022330050212437233
seated,37.0,0.00022330050212437233
already,37.0,0.00022330050212437233
fleet,37.0,0.00022330050212437233
happened,37.0,0.00022330050212437233
pair,37.0,0.00022330050212437233
cruel,37.0,0.00022330050212437233
dothraki,37.0,0.00022330050212437233
blow,37.0,0.00022330050212437233
trouble,37.0,0.00022330050212437233
roof,37.0,0.00022330050212437233
hornwood,37.0,0.00022330050212437233
friends,36.0,0.00021726535341830822
chair,36.0,0.00021726535341830822
younger,36.0,0.00021726535341830822
woke,36.0,0.00021726535341830822
dry,36.0,0.00021726535341830822
aerys,36.0,0.00021726535341830822
dying,36.0,0.00021726535341830822
galleys,36.0,0.00021726535341830822
choice,36.0,0.00021726535341830822
enemies,36.0,0.00021726535341830822
commands,36.0,0.00021726535341830822
learned,36.0,0.00021726535341830822
lot,36.0,0.00021726535341830822
top,36.0,0.00021726535341830822
age,36.0,0.00021726535341830822
hill,36.0,0.00021726535341830822
kiss,36.0,0.00021726535341830822
biter,36.0,0.00021726535341830822
torch,36.0,0.00021726535341830822
weasel,36.0,0.00021726535341830822
bow,36.0,0.00021726535341830822
ale,36.0,0.00021726535341830822
princess,35.0,0.0002112302047122441
cheek,35.0,0.0002112302047122441
carved,35.0,0.0002112302047122441
taught,35.0,0.0002112302047122441
arrows,35.0,0.0002112302047122441
warned,35.0,0.0002112302047122441
orange,35.0,0.0002112302047122441
loras,35.0,0.0002112302047122441
redwyne,35.0,0.0002112302047122441
claim,35.0,0.0002112302047122441
single,35.0,0.0002112302047122441
wool,35.0,0.0002112302047122441
blackwater,35.0,0.0002112302047122441
lysa,35.0,0.0002112302047122441
promise,35.0,0.0002112302047122441
parchment,35.0,0.0002112302047122441
picked,35.0,0.0002112302047122441
fur,35.0,0.0002112302047122441
sounded,35.0,0.0002112302047122441
hungry,35.0,0.0002112302047122441
weight,35.0,0.0002112302047122441
leaving,35.0,0.0002112302047122441
stag,35.0,0.0002112302047122441
trident,35.0,0.0002112302047122441
daughters,35.0,0.0002112302047122441
harm,35.0,0.0002112302047122441
blind,35.0,0.0002112302047122441
game,35.0,0.0002112302047122441
smelled,35.0,0.0002112302047122441
tully,35.0,0.0002112302047122441
move,35.0,0.0002112302047122441
defend,35.0,0.0002112302047122441
count,35.0,0.0002112302047122441
qarth,35.0,0.0002112302047122441
houses,34.0,0.00020519505600618
chambers,34.0,0.00020519505600618
step,34.0,0.00020519505600618
lived,34.0,0.00020519505600618
ugly,34.0,0.00020519505600618
calling,34.0,0.00020519505600618
tales,34.0,0.00020519505600618
larger,34.0,0.00020519505600618
winter,34.0,0.00020519505600618
wagon,34.0,0.00020519505600618
fury,34.0,0.00020519505600618
cheeks,34.0,0.00020519505600618
lip,34.0,0.00020519505600618
win,34.0,0.00020519505600618
noise,34.0,0.00020519505600618
quickly,34.0,0.00020519505600618
wake,34.0,0.00020519505600618
sitting,34.0,0.00020519505600618
dressed,34.0,0.00020519505600618
streets,34.0,0.00020519505600618
flew,34.0,0.00020519505600618
muttered,34.0,0.00020519505600618
mercy,34.0,0.00020519505600618
crowd,34.0,0.00020519505600618
cat,34.0,0.00020519505600618
captive,34.0,0.00020519505600618
nephew,34.0,0.00020519505600618
moving,34.0,0.00020519505600618
secret,34.0,0.00020519505600618
lives,34.0,0.00020519505600618
enemy,34.0,0.00020519505600618
tarly,34.0,0.00020519505600618
dagmer,34.0,0.00020519505600618
reek,34.0,0.00020519505600618
softly,33.0,0.00019915990730011587
cracked,33.0,0.00019915990730011587
places,33.0,0.00019915990730011587
fly,33.0,0.00019915990730011587
mad,33.0,0.00019915990730011587
laugh,33.0,0.00019915990730011587
boots,33.0,0.00019915990730011587
shrugged,33.0,0.00019915990730011587
pay,33.0,0.00019915990730011587
giving,33.0,0.00019915990730011587
babe,33.0,0.00019915990730011587
drank,33.0,0.00019915990730011587
hoped,33.0,0.00019915990730011587
listen,33.0,0.00019915990730011587
bottom,33.0,0.00019915990730011587
sudden,33.0,0.00019915990730011587
rolled,33.0,0.00019915990730011587
wagons,33.0,0.00019915990730011587
chains,33.0,0.00019915990730011587
escort,33.0,0.00019915990730011587
hide,33.0,0.00019915990730011587
beat,33.0,0.00019915990730011587
court,33.0,0.00019915990730011587
growing,33.0,0.00019915990730011587
kissed,33.0,0.00019915990730011587
loyal,33.0,0.00019915990730011587
wildling,33.0,0.00019915990730011587
frightened,33.0,0.00019915990730011587
kingslayer,33.0,0.00019915990730011587
holding,33.0,0.00019915990730011587
rangers,33.0,0.00019915990730011587
ancient,32.0,0.00019312475859405175
talking,32.0,0.00019312475859405175
birds,32.0,0.00019312475859405175
carry,32.0,0.00019312475859405175
wear,32.0,0.00019312475859405175
counsel,32.0,0.00019312475859405175
breeches,32.0,0.00019312475859405175
dared,32.0,0.00019312475859405175
