Most common words,GOT1 relative frequency,GOT2 relative frequency,Relative frequency difference
woke,0.00021726535341830822,0.00024262671413440587,2.5361360716097647e-05
tried,0.0007543935882580147,0.0007792050242393419,2.481143598132723e-05
chains,0.00019915990730011587,0.00022396312073945157,2.4803213439335704e-05
growing,0.00019915990730011587,0.00022396312073945157,2.4803213439335704e-05
women,0.0005612688296639629,0.0005365783101049361,2.4690519559026833e-05
sight,0.0004164252607184241,0.00039193546129404023,2.4489799424383884e-05
foot,0.000519022788721514,0.0004945852249662888,2.443756375522521e-05
stay,0.0003741792197759753,0.0003499423761553931,2.4236843620582208e-05
sad,0.00022933565083043647,0.00020529952734449727,2.4036123485939205e-05
rivers,0.00022933565083043647,0.00020529952734449727,2.4036123485939205e-05
life,0.0006397257628427965,0.0006158985820334919,2.3827180809304622e-05
closed,0.0004948821938972576,0.000471255733222596,2.362646067466162e-05
justice,0.00018708960988798764,0.00020996542569323584,2.28758158052482e-05
whether,0.00022330050212437233,0.0002006336289957587,2.2666873128613643e-05
ear,0.00022933565083043647,0.000251958510831883,2.262286000144655e-05
throat,0.0006336906141367324,0.0006112326836847532,2.245793045197917e-05
east,0.0002715816917728853,0.0002939515959705302,2.2369904197644874e-05
beautiful,0.0002836519891850135,0.00026129030752936017,2.236168165565335e-05
fierce,0.00019312475859405175,0.00021463132404197442,2.1506565447922663e-05
lake,0.00019312475859405175,0.00021463132404197442,2.1506565447922663e-05
inn,0.00019312475859405175,0.00021463132404197442,2.1506565447922663e-05
breeches,0.00019312475859405175,0.00021463132404197442,2.1506565447922663e-05
kicked,0.00019312475859405175,0.00021463132404197442,2.1506565447922663e-05
year,0.00036210892236384707,0.00034061057945791593,2.1498342905931138e-05
leather,0.00044056585554268056,0.00046192393652511884,2.135808098243828e-05
maid,0.00033796832753959057,0.00035927417285287023,2.130584531327966e-05
drew,0.0003802143684820394,0.0004012672579915174,2.1052889509477985e-05
friend,0.0003802143684820394,0.00035927417285287023,2.0940195629169168e-05
younger,0.00021726535341830822,0.0002379608157856673,2.069546236735907e-05
four,0.000567303978370027,0.0005879031919410603,2.0599213571033306e-05
last,0.0012009945925067593,0.0011804722822308592,2.0522310275900056e-05
hodor,0.0008509559675550406,0.0008305299060754663,2.042606147957429e-05
ask,0.0005009173426033217,0.00048058752992007314,2.032981268324858e-05
sudden,0.00019915990730011587,0.000219297222390713,2.013731509059713e-05
tree,0.00042849555813055234,0.00044792624147890314,1.94306833483508e-05
face,0.0022390401699497876,0.00225829480078947,1.9254630839682374e-05
sort,0.0002655465430668212,0.000284619799273053,1.9073256206231833e-05
point,0.0003500386249517188,0.0003312787827604388,1.8759842191280014e-05
gone,0.0011104673619157976,0.0010918202136048264,1.864714831097125e-05
slynt,0.00030779258400926996,0.0002892856976217916,1.8506886387478338e-05
leaned,0.00018708960988798764,0.00020529952734449727,1.8209917456509623e-05
given,0.0005733391270760912,0.0005552419034998904,1.8097223576200752e-05
saw,0.0019976342217072228,0.002015668086655064,1.8033864947841413e-05
wild,0.00022330050212437233,0.00020529952734449727,1.8000974779875067e-05
bad,0.00042849555813055234,0.00041059905468899453,1.7896503441557803e-05
else,0.0005793742757821553,0.0005972349886385376,1.786071285638229e-05
full,0.0005612688296639629,0.0005785713952435833,1.730256557962032e-05
red,0.002317497103128621,0.002300287885928117,1.720921720050391e-05
sharp,0.0003560737736577829,0.00037327186789908593,1.7198094241303028e-05
round,0.0003560737736577829,0.00037327186789908593,1.7198094241303028e-05
dragonstone,0.00030175743530320585,0.000284619799273053,1.713763603015283e-05
turn,0.0005009173426033217,0.0005179147167099818,1.699737410666008e-05
feel,0.0006095500193124758,0.0005925690902897989,1.698092902267692e-05
next,0.0006095500193124758,0.0005925690902897989,1.698092902267692e-05
swung,0.00019312475859405175,0.00020996542569323584,1.6840667099184088e-05
birds,0.00019312475859405175,0.00020996542569323584,1.6840667099184088e-05
wooden,0.00036210892236384707,0.0003452764778066545,1.683244455719259e-05
lot,0.00021726535341830822,0.0002006336289957587,1.6631724422549532e-05
shout,0.00023537079953650058,0.000219297222390713,1.607357714578759e-05
ale,0.00021726535341830822,0.00023329491743692872,1.6029564018620496e-05
stop,0.00036210892236384707,0.00037793776624782453,1.5828843883977466e-05
hoped,0.00019915990730011587,0.00021463132404197442,1.5471416741858553e-05
camp,0.0003560737736577829,0.00034061057945791593,1.5463194199866973e-05
waited,0.0002414059482425647,0.00025662440918062157,1.5218460938056877e-05
voice,0.0009414831981460023,0.0009565091614914077,1.50259633454054e-05
fighting,0.0003862495171881035,0.0004012672579915174,1.5017740803413874e-05
land,0.00022933565083043647,0.00021463132404197442,1.4704326788462054e-05
atop,0.0002655465430668212,0.0002799539009243145,1.4407357857493285e-05
mounted,0.0002474410969486288,0.00026129030752936017,1.3849210580731369e-05
whatever,0.0002474410969486288,0.00026129030752936017,1.3849210580731369e-05
morrow,0.00018708960988798764,0.0002006336289957587,1.3544019107771048e-05
shall,0.0009897643877945152,0.0010031681449787935,1.3403757184278324e-05
dog,0.00033193317883352646,0.0003452764778066545,1.3343298973128017e-05
poor,0.00033193317883352646,0.0003452764778066545,1.3343298973128017e-05
milk,0.00022330050212437233,0.00020996542569323584,1.3335076431136492e-05
cousin,0.00022933565083043647,0.00024262671413440587,1.3291063303969399e-05
climb,0.00022933565083043647,0.00024262671413440587,1.3291063303969399e-05
low,0.00032589803012746235,0.0003126151893654845,1.3282840761977873e-05
throne,0.0004767767477790653,0.0004899193266175503,1.3142578838485014e-05
new,0.0007242178447276941,0.0007372119391006948,1.299409437300063e-05
flesh,0.00031382773271533413,0.00032661288441170023,1.2785151696366101e-05
burn,0.0002414059482425647,0.00022862901908819014,1.2776929154374549e-05
claim,0.0002112302047122441,0.00022396312073945157,1.2732916027207456e-05
knees,0.00030175743530320585,0.0002892856976217916,1.2471737681414227e-05
behind,0.0014122247972190034,0.0013997695046215723,1.2455292597431068e-05
septon,0.00036210892236384707,0.0003499423761553931,1.2166546208453987e-05
question,0.00023537079953650058,0.0002472926124831444,1.1921812946643837e-05
dry,0.00021726535341830822,0.00022862901908819014,1.136366566988192e-05
speak,0.0006095500193124758,0.0006205644803822304,1.1014461069754587e-05
silence,0.0002534762456546929,0.00024262671413440587,1.0849531520287043e-05
rolled,0.00019915990730011587,0.00020996542569323584,1.0805518393119977e-05
armor,0.00045867130166087294,0.00044792624147890314,1.0745060181969806e-05
perhaps,0.0010139049826187717,0.0010031681449787935,1.0736837639978118e-05
hungry,0.0002112302047122441,0.0002006336289957587,1.0596575716485422e-05
weight,0.0002112302047122441,0.0002006336289957587,1.0596575716485422e-05
redwyne,0.0002112302047122441,0.0002006336289957587,1.0596575716485422e-05
mail,0.0002414059482425647,0.000251958510831883,1.0552562589318329e-05
give,0.0011466782541521823,0.0011571427904871665,1.0464536334984197e-05
castle,0.001599314407106991,0.001609734930314808,1.042052320781705e-05
easy,0.0002715816917728853,0.00026129030752936017,1.0291384243525127e-05
far,0.0008268153727307841,0.0008165322110292505,1.0283161701533602e-05
offer,0.00022933565083043647,0.000219297222390713,1.0038428439723479e-05
read,0.00022933565083043647,0.000219297222390713,1.0038428439723479e-05
already,0.00022330050212437233,0.00023329491743692872,9.994415312556385e-06
started,0.0002655465430668212,0.00027528800257557587,9.741459508754683e-06
quiet,0.00030779258400926996,0.0003172810877142231,9.488503704953115e-06
makes,0.0002474410969486288,0.0002379608157856673,9.480281162961508e-06
thousand,0.0006578312089609888,0.0006485598704746618,9.271338486327007e-06
finger,0.0002474410969486288,0.00025662440918062157,9.183312231992766e-06
whose,0.00030779258400926996,0.0002986174943192688,9.175089690001187e-06
returned,0.0003922846658941676,0.0004012672579915174,8.982592097349763e-06
gendry,0.0005793742757821553,0.0005879031919410603,8.528916158905085e-06
crossed,0.0002414059482425647,0.00023329491743692872,8.111030805635973e-06
count,0.0002112302047122441,0.000219297222390713,8.06701767846888e-06
food,0.00044660100424874467,0.000438594444781426,8.006559467318682e-06
worse,0.00029572228659714174,0.0003032833926680073,7.561106070865583e-06
forth,0.00019312475859405175,0.0002006336289957587,7.508870401706937e-06
afterward,0.00019312475859405175,0.0002006336289957587,7.508870401706937e-06
held,0.0005431633835457706,0.0005505760051511517,7.412621605381144e-06
finally,0.0003802143684820394,0.00037327186789908593,6.942500582953468e-06
got,0.0007906044804943993,0.0007838709225880805,6.733557906318886e-06
longer,0.00036210892236384707,0.0003686059695503474,6.497047186500315e-06
court,0.00019915990730011587,0.00020529952734449727,6.139620044381402e-06
wool,0.0002112302047122441,0.00020529952734449727,5.930677367746846e-06
silk,0.00031382773271533413,0.00030794929101674593,5.878441698588201e-06
laughed,0.0006940421011973735,0.0006998847523107862,5.842651113412687e-06
slow,0.0002715816917728853,0.0002659562058780987,5.625485894786579e-06
quite,0.00022933565083043647,0.00022396312073945157,5.372530090984903e-06
eye,0.00043453070683661645,0.00042926264808394884,5.268058752667612e-06
waiting,0.0003922846658941676,0.0003872695629453017,5.015102948865936e-06
felt,0.0008630262649671688,0.0008678570928653749,4.830827898206092e-06
forgotten,0.00030779258400926996,0.0003126151893654845,4.8226053562145125e-06
tower,0.0008026747779065276,0.0007978686176342962,4.806160272231353e-06
eunuch,0.0003500386249517188,0.0003452764778066545,4.762147145064314e-06
quickly,0.00020519505600618,0.0002006336289957587,4.561427010421311e-06
since,0.0005129876400154499,0.0005085829200125046,4.404720002945347e-06
air,0.0006155851680185399,0.0006112326836847532,4.3524843337867285e-06
meat,0.0002655465430668212,0.00026129030752936017,4.256235537461017e-06
looking,0.0003681440710699112,0.0003639400712016088,4.203999868302398e-06
darkness,0.00033193317883352646,0.0003359446811091774,4.011502275650921e-06
blade,0.00042849555813055234,0.0004245967497352103,3.89880839534205e-06
smile,0.0006216203167246041,0.000625230378730969,3.610062006364806e-06
moved,0.0005914445731942835,0.0005879031919410603,3.5413812532231366e-06
harm,0.0002112302047122441,0.00021463132404197442,3.4011193297303047e-06
shouting,0.0002534762456546929,0.00025662440918062157,3.148163525928656e-06
wide,0.00029572228659714174,0.0002986174943192688,2.8952077221270343e-06
craster,0.00044056585554268056,0.0004432603431301646,2.6944875874840312e-06
shook,0.00033796832753959057,0.00034061057945791593,2.6422519183253584e-06
thinking,0.00023537079953650058,0.0002379608157856673,2.5900162491667128e-06
apart,0.00023537079953650058,0.0002379608157856673,2.5900162491667128e-06
saddle,0.00031986288142139824,0.0003172810877142231,2.58179370717516e-06
helped,0.00023537079953650058,0.00023329491743692872,2.0758820995718627e-06
squire,0.000567303978370027,0.000569239598546106,1.9356201760790037e-06
coin,0.000259511394360757,0.00026129030752936017,1.778913168603148e-06
shouted,0.0005009173426033217,0.0004992511233150275,1.6662192882942227e-06
place,0.0010561510235612206,0.0010544930268149178,1.65799674630286e-06
fur,0.0002112302047122441,0.00020996542569323584,1.2647790190082708e-06
taking,0.0002414059482425647,0.00024262671413440587,1.2207658918411777e-06
alive,0.0002414059482425647,0.00024262671413440587,1.2207658918411777e-06
leaves,0.00031382773271533413,0.0003126151893654845,1.2125433498496522e-06
drunk,0.0002715816917728853,0.0002706221042268373,9.595875460479764e-07
pain,0.0002715816917728853,0.0002706221042268373,9.595875460479764e-07
sooner,0.00032589803012746235,0.00032661288441170023,7.148542842378802e-07
play,0.00022933565083043647,0.00022862901908819014,7.066317422463277e-07
thing,0.0007785341830822711,0.0007792050242393419,6.708411570707871e-07
save,0.00028968713789107763,0.0002892856976217916,4.014402692860061e-07
landing,0.00071818269602163,0.0007185483457057405,3.6564968411043845e-07
breath,0.0003922846658941676,0.00039193546129404023,3.4920460012738755e-07
grey,0.0010501158748551565,0.0010498271284661792,2.8874638897729774e-07
lives,0.00020519505600618,0.00020529952734449727,1.0447133831726426e-07
